mean,std,rms,peak_to_peak,kurtosis,skewness,crest_factor,shape_factor,impulse_factor,variance,freq_centroid,rms_freq,std_freq,kurtosis_psd,env_peak_freq_1,env_peak_freq_2,env_peak_freq_3,fault_type
-0.003162366,0.181639081,0.181666607,3.210056999,21.16434923,-0.107267623,9.004635557,1.721642784,15.50276583,0.032992756,2994.69346,3084.12224,737.3066337,56.97416312,31.25,164.0625,70.3125,IR
-0.00350504,0.182563656,0.1825973,3.06404644,17.60191192,-0.164966155,8.788566048,1.697889752,14.92201623,0.033329488,3070.196853,3158.253035,740.5764786,52.128245,31.25,164.0625,85.9375,IR
-0.003604138,0.185665818,0.185700796,3.402524824,21.51844271,-0.29285936,9.84839135,1.72400279,16.97865416,0.034471796,3027.77485,3122.987267,765.2639581,49.09665053,31.25,164.0625,70.3125,IR
-0.003443704,0.196449988,0.196480169,3.402524824,20.3866924,-0.237661992,9.308085,1.776771179,16.53833716,0.038592598,2999.357365,3089.962753,742.7820777,55.85341995,31.25,70.3125,164.0625,IR
-0.003619832,0.202077068,0.202109486,3.124266064,16.99498632,-0.156425983,8.223167868,1.786082876,14.68725931,0.040835141,3005.296717,3090.796666,721.9526807,70.5866793,31.25,164.0625,132.8125,IR
-0.004293486,0.194762106,0.194809424,3.266905474,18.67409879,0.035165354,8.504443212,1.723607158,14.6583192,0.037932278,2964.429887,3058.264714,751.7569459,42.1147957,164.0625,31.25,70.3125,IR
-0.004216864,0.179651971,0.179701455,3.266905474,19.7967547,0.18811537,9.219433926,1.706653894,15.73438281,0.032274831,2970.594365,3074.395768,792.1353775,42.86143967,31.25,164.0625,132.8125,IR
-0.004241241,0.171740361,0.171792723,2.78309411,16.79957538,-0.085599159,8.405441152,1.685614333,14.16833208,0.029494752,3018.294058,3122.323746,799.2537486,46.60160972,164.0625,31.25,132.8125,IR
-0.004499996,0.181178101,0.181233976,3.320285166,20.55222426,0.00045862,9.320528533,1.714535898,15.98038075,0.032825504,2959.708528,3064.676599,795.2157462,79.98275776,31.25,164.0625,70.3125,IR
-0.004834122,0.189053419,0.189115214,3.320285166,21.08930907,0.000305699,8.932102349,1.792769457,16.01320028,0.035741195,2951.505545,3051.114551,773.2496507,60.09646235,31.25,164.0625,132.8125,IR
-0.005489903,0.162261731,0.162354576,3.012778305,19.23471154,-0.144534359,9.876782651,1.668150205,16.475957,0.026328869,2971.316691,3085.643585,832.1498989,41.210078,164.0625,31.25,70.3125,IR
-0.0054443,0.164981189,0.165070995,3.506567481,26.13524533,0.004852968,10.95695535,1.66971313,18.29497221,0.027218793,2944.390502,3060.740405,835.8806113,71.91514907,164.0625,70.3125,93.75,IR
-0.005189654,0.19604814,0.196116816,3.506567481,22.45290478,0.047626144,9.22243972,1.793515617,16.54058967,0.038434873,2982.143861,3072.704071,740.4919332,61.8557558,31.25,70.3125,164.0625,IR
-0.005651058,0.207437707,0.207514667,3.47549497,19.70128449,-0.057906675,8.735014088,1.801226003,15.73373451,0.043030402,3044.390083,3125.767795,708.5995562,50.12377785,31.25,70.3125,164.0625,IR
-0.005530462,0.201194369,0.201270366,3.488451256,22.46586913,-0.002271168,9.006013038,1.794137027,16.15802146,0.040479174,2986.79568,3081.843781,759.4818327,62.35224186,31.25,70.3125,164.0625,IR
-0.005288481,0.180619563,0.180696969,3.435122551,20.67418101,0.145329388,9.736271947,1.672111911,16.28013629,0.032623427,2956.290402,3065.572966,811.2241769,61.51520863,164.0625,70.3125,31.25,IR
-0.006115377,0.179137847,0.179242199,2.846350778,15.17572,0.007926187,8.374478958,1.624763449,13.60654732,0.032090368,3025.535356,3130.79832,805.0055485,49.67234161,164.0625,31.25,70.3125,IR
-0.006102425,0.18985375,0.189951799,3.484550546,20.80666018,0.142367703,9.313084729,1.720123149,16.01965264,0.036044446,2954.901756,3060.659891,797.6180661,56.37876299,31.25,164.0625,85.9375,IR
-0.006046966,0.197788073,0.197880489,3.484550546,19.00302758,0.249146767,8.939927359,1.74504009,15.60053164,0.039120122,2989.818967,3088.012715,772.5316003,71.24199006,31.25,164.0625,101.5625,IR
-0.00647948,0.209592999,0.20969313,3.533666211,17.0311623,0.118208374,8.777597252,1.761414355,15.4609858,0.043929225,3040.642883,3130.020937,742.6452217,104.0319692,31.25,70.3125,164.0625,IR
-0.006642666,0.201808642,0.201917937,3.533666211,20.15751615,0.085744352,9.115593564,1.75007892,15.95300814,0.040726728,3007.856364,3103.003326,762.5154008,62.77963432,31.25,164.0625,70.3125,IR
-0.00684122,0.166717121,0.166857426,3.222572528,18.29707509,0.191538282,9.777572085,1.578231988,15.43127703,0.027794598,3013.040965,3125.709898,831.6528781,63.79614878,164.0625,70.3125,31.25,IR
-0.006877755,0.191809259,0.191932528,3.401990711,20.51795205,-0.139604121,9.438074786,1.712931366,16.16677434,0.036790792,3026.909922,3120.286258,757.6296301,72.37890015,31.25,70.3125,164.0625,IR
-0.006825251,0.215845633,0.215953516,3.490820748,19.32430663,-0.158585139,8.388256828,1.801521092,15.1116216,0.046589337,3025.236609,3108.603064,715.0919316,71.73433509,31.25,164.0625,101.5625,IR
-0.007095562,0.193558468,0.19368848,3.351617342,20.74173185,-0.003613727,8.670351433,1.72517797,14.95789929,0.03746488,2997.584594,3096.293714,775.5780845,50.14971429,31.25,164.0625,70.3125,IR
-0.007246893,0.187099066,0.18723936,3.167274483,19.24262756,-0.11854928,8.592155431,1.747737375,15.01683118,0.035006061,2993.626916,3092.826106,777.0271598,67.20358236,31.25,164.0625,132.8125,IR
-0.007253051,0.196860461,0.19699403,3.432645837,19.5679359,-0.165461292,8.820828307,1.779140317,15.69349127,0.038754041,3045.23869,3136.227367,749.9622796,46.337903,164.0625,31.25,85.9375,IR
-0.007546521,0.206971294,0.207108828,3.575834149,20.8010502,-0.050264393,9.081403479,1.819837797,16.5266813,0.042837116,3034.488899,3120.978752,729.6475111,69.48288172,31.25,70.3125,164.0625,IR
-0.007692461,0.215874798,0.216011811,3.548921259,16.74843638,-0.086406167,8.70711106,1.824725739,15.88808966,0.046601928,3041.943305,3123.254154,708.0236143,56.16644469,31.25,164.0625,70.3125,IR
-0.007695222,0.207867988,0.208010376,3.584019217,18.38624364,-0.127004272,9.103537934,1.791373986,16.30784103,0.0432091,3016.82581,3105.495756,736.7943573,55.23731177,70.3125,164.0625,31.25,IR
-0.008016212,0.192287062,0.192454082,3.584019217,20.62228109,-0.034093794,9.839387821,1.73162301,17.03811035,0.036974314,2953.235103,3053.942269,777.7954803,60.73546658,31.25,164.0625,70.3125,IR
-0.008240675,0.186209678,0.186391934,3.071841727,15.64852462,-0.193075156,8.331913492,1.677473448,13.97656366,0.034674044,3005.311098,3104.912243,780.1187318,46.7482779,164.0625,31.25,85.9375,IR
-0.008071716,0.192067146,0.19223668,3.847683263,24.31222415,-0.28679193,10.25982198,1.786451125,18.32867052,0.036889788,3005.21001,3103.705174,775.6923382,47.08872141,31.25,164.0625,70.3125,IR
-0.008281053,0.203781551,0.20394974,3.847683263,24.05712307,-0.127741753,9.670589008,1.8746394,18.12886717,0.041526921,2993.175907,3103.841279,821.4186966,70.62600192,31.25,164.0625,70.3125,IR
-0.008438553,0.178829027,0.179028015,3.32449082,19.29037987,-0.15328451,9.57067047,1.743431479,16.68580818,0.031979821,3000.162078,3101.062558,784.6123212,54.64504051,164.0625,31.25,70.3125,IR
-0.008025211,0.168798653,0.168989317,3.370923416,22.92053395,-0.219322892,10.63871394,1.694582763,18.02818126,0.028492985,3023.899321,3152.078077,889.7354117,37.40121984,164.0625,31.25,70.3125,IR
-0.008186443,0.197282562,0.197452341,3.474566203,21.20654942,-0.175238731,9.253605697,1.750450127,16.19797526,0.038920409,2980.56124,3078.023565,768.4294109,45.96546445,31.25,164.0625,70.3125,IR
-0.008370999,0.205818953,0.205989114,3.474566203,17.42967819,-0.33358711,8.870110056,1.760331816,15.61433694,0.042361441,3024.509232,3114.321113,742.522659,65.53722066,31.25,164.0625,70.3125,IR
-0.008272718,0.205261517,0.205428158,3.582639179,19.26534618,-0.39654945,8.994781971,1.786623833,16.07029184,0.04213229,3007.658402,3094.603824,728.3980811,78.89023429,31.25,164.0625,101.5625,IR
-0.00835951,0.18861541,0.188800567,3.582639179,22.60049597,-0.242436777,9.786948825,1.773050988,17.35275929,0.035575773,2935.965193,3033.63567,763.5795705,52.35100277,70.3125,164.0625,15.625,IR
-0.008884866,0.170119574,0.170351431,3.003411218,17.51457047,-0.213487415,9.151005762,1.672413534,15.30426589,0.028940669,2997.662627,3107.349981,818.3169781,60.2209482,164.0625,31.25,132.8125,IR
-0.00923614,0.18987477,0.190099276,3.747614599,22.77171893,-0.094257899,10.2327959,1.704585076,17.44267119,0.036052428,3031.946641,3125.100451,757.3324243,65.12722931,164.0625,85.9375,70.3125,IR
-0.009085395,0.198404727,0.198612638,3.747614599,24.05904552,-0.025523089,9.794175756,1.807194621,17.69998175,0.039364436,3013.985278,3104.473522,744.0756623,64.27386822,164.0625,70.3125,31.25,IR
-0.00941842,0.1984499,0.198673273,3.249363308,17.24269438,-0.253083042,8.551198765,1.769885812,15.13464537,0.039382363,2996.910809,3090.055287,752.9722954,75.58997547,31.25,70.3125,164.0625,IR
-0.009399241,0.199848638,0.200069547,3.428544091,19.62005458,-0.255007133,8.866036401,1.782897126,15.80723082,0.039939478,2999.283985,3089.270139,740.1929279,42.83357276,70.3125,164.0625,31.25,IR
-0.00990812,0.173705705,0.173988054,3.428544091,21.42093069,-0.101209565,10.19509012,1.658728067,16.91088212,0.030173672,3015.510843,3125.216932,820.7772064,76.12806294,70.3125,164.0625,93.75,IR
-0.010269165,0.182890954,0.18317903,2.958012931,13.01968542,-0.297424005,8.737338422,1.610751935,14.07368477,0.033449101,3036.877666,3140.719837,800.9339149,106.4955877,164.0625,31.25,93.75,IR
-0.010331249,0.206389984,0.206648397,3.770210509,19.32724729,-0.190038587,9.430804734,1.786387243,16.84706927,0.042596825,3037.957794,3125.590297,734.9334329,43.56720347,31.25,164.0625,70.3125,IR
-0.010447313,0.192977953,0.193260541,3.770210509,21.67276657,-0.007725144,10.08411064,1.758336386,17.73125866,0.03724049,3029.977108,3127.470522,774.7971265,44.25571,164.0625,31.25,70.3125,IR
-0.010241758,0.189297788,0.189574645,2.966319348,14.80011715,0.04846539,7.858239369,1.692822202,13.30260208,0.035833652,3051.870427,3151.009847,784.1874491,57.1203795,164.0625,85.9375,31.25,IR
-0.010671803,0.199415605,0.199700953,3.65800025,19.02110415,0.002362248,9.375758235,1.741596408,16.32878687,0.039766583,3057.618485,3151.417302,763.1514969,95.08500692,31.25,164.0625,132.8125,IR
-0.011104693,0.205575223,0.20587493,3.65800025,16.79582839,-0.006407372,9.094588949,1.694584477,15.41154926,0.042261172,3029.455313,3128.108265,779.3983752,75.318455,164.0625,31.25,70.3125,IR
-0.01109657,0.212566013,0.212855453,3.230377098,14.40395206,0.016591582,7.714875755,1.732817211,13.36846949,0.04518431,3055.077951,3163.1075,819.6022039,54.82947172,164.0625,70.3125,31.25,IR
0.000438911,0.17631161,0.176312156,3.413632574,25.95945123,0.250055116,9.694612462,1.797521605,17.42627535,0.031085784,3103.841833,3182.936004,705.1577707,111.4337409,70.3125,85.9375,15.625,IR
0.000225278,0.175953432,0.175953576,3.413632574,21.20918141,0.171685389,9.714369349,1.732678036,16.83187441,0.03095961,3135.519044,3214.99054,710.4114995,84.90566033,70.3125,31.25,85.9375,IR
0.000239206,0.166109891,0.166110063,2.680836853,13.68488355,0.066678498,8.247147682,1.629745999,13.44075594,0.027592496,3137.459329,3223.229195,738.6172224,72.84371903,70.3125,85.9375,31.25,IR
0.000636853,0.156690832,0.156692126,2.680836853,17.07999125,0.121035424,8.742840227,1.607143179,14.05099603,0.024552017,3072.404942,3164.932591,759.6882109,92.32427996,31.25,70.3125,85.9375,IR
0.000722673,0.152962863,0.15296457,2.63922543,13.15553812,0.08972648,8.799852576,1.55514995,13.68509029,0.023397637,3095.434939,3190.903686,774.6927604,66.15410513,70.3125,156.25,85.9375,IR
0.000376156,0.160275808,0.16027625,2.902353434,17.21016822,0.134295361,9.112286175,1.639989669,14.94405519,0.025688335,3099.314019,3189.076589,751.3069266,110.7635469,70.3125,156.25,164.0625,IR
0.000161122,0.17367044,0.173670515,2.90401983,19.34422121,0.171553168,8.40950495,1.728903417,14.53922184,0.030161422,3082.495796,3164.354075,715.0918652,71.3532316,85.9375,70.3125,15.625,IR
0.000420751,0.168510807,0.168511332,2.776051884,16.54112123,0.198731498,8.566407723,1.68429717,14.42837628,0.028395892,3128.793848,3206.798415,702.9972477,75.77124985,70.3125,164.0625,156.25,IR
0.00080206,0.168232336,0.168234248,2.853569875,18.09916696,0.139639434,8.757419929,1.697223574,14.86329955,0.028302119,3148.834874,3230.244924,720.6394458,59.956993,85.9375,156.25,70.3125,IR
0.000666141,0.177685421,0.17768667,2.853569875,17.16966538,0.022614623,8.291550302,1.707980678,14.16180771,0.031572109,3131.699053,3206.558396,688.8234846,60.85938559,85.9375,70.3125,164.0625,IR
0.00051935,0.179298129,0.179298881,2.731430296,15.69432429,0.129864716,7.648545165,1.708532422,13.0677874,0.032147819,3174.171503,3249.373248,695.0264576,141.7789641,70.3125,156.25,31.25,IR
0.000104026,0.175497081,0.175497112,2.731430296,15.17754771,0.154776775,7.814234524,1.70857735,13.35122411,0.030799226,3181.337539,3256.226033,694.3338126,71.10090997,70.3125,85.9375,31.25,IR
0.000484763,0.16767578,0.167676481,2.926519639,16.89129263,0.044625088,8.951513601,1.697901828,15.1987913,0.028115167,3119.364243,3199.200091,710.2449862,64.52081379,70.3125,156.25,15.625,IR
0.000870173,0.163962686,0.163964995,2.926519639,16.51976356,0.042434796,9.154138678,1.659939654,15.19531779,0.026883762,3080.496449,3172.66202,759.1613262,59.75970092,70.3125,85.9375,156.25,IR
0.000549229,0.163480647,0.16348157,2.813190774,14.75109809,0.028159341,8.63361191,1.638786341,14.14864527,0.026725922,3120.414846,3202.017152,718.2792147,48.7629146,70.3125,164.0625,156.25,IR
0.000511328,0.179843341,0.179844068,3.685140416,25.19866129,0.086156683,10.35031869,1.79749535,18.60464971,0.032343627,3099.041992,3174.933886,690.0318189,74.37265287,70.3125,15.625,85.9375,IR
0.00047828,0.176677302,0.17667795,3.685140416,26.13161219,0.020756747,10.53579926,1.796628172,18.92891377,0.031214869,3076.691681,3159.583151,718.9812131,64.32517249,85.9375,15.625,70.3125,IR
0.000423051,0.156429411,0.156429983,2.577869326,15.08782978,-0.164360363,8.264690642,1.645019738,13.59557923,0.024470161,3117.190456,3203.84357,740.0927499,75.42087517,70.3125,164.0625,156.25,IR
0.000418549,0.152180615,0.152181191,2.423421059,15.57470275,-0.204561114,8.037420452,1.650922098,13.26915503,0.02315894,3114.591295,3203.007388,747.3803541,93.5115606,70.3125,156.25,164.0625,IR
0.000555194,0.158752234,0.158753205,2.423421059,14.47727975,-0.155499769,7.704689877,1.635228919,12.5989317,0.025202272,3134.232178,3221.732212,745.7527106,58.25397503,70.3125,156.25,164.0625,IR
0.000578781,0.164103473,0.164104494,2.307178081,11.08659379,-0.136474946,7.167488035,1.615810188,11.58130019,0.02692995,3151.993112,3227.958042,696.1699088,67.75304845,70.3125,164.0625,156.25,IR
0.00067935,0.165694298,0.165695691,2.78588518,15.53962112,-0.182268331,8.474392985,1.650454233,13.98659777,0.0274546,3085.692125,3168.379527,719.1195539,64.14337637,70.3125,156.25,101.5625,IR
0.000861393,0.165428614,0.165430857,2.78588518,17.97280936,-0.158216247,8.487959424,1.665749388,14.13881322,0.027366626,3067.316442,3158.210575,752.2392421,41.07494963,70.3125,85.9375,156.25,IR
0.000965704,0.156265961,0.156268945,2.59143975,14.19165886,-0.143307554,8.59097194,1.599024747,13.73717673,0.024419051,3109.970513,3195.833657,735.8234637,73.56982977,70.3125,156.25,164.0625,IR
0.00050235,0.17186734,0.171868074,3.138804211,17.63340696,-0.15547857,9.236751797,1.631025321,15.06537607,0.029538383,3112.025277,3188.62968,694.7358589,72.63467306,70.3125,156.25,85.9375,IR
0.0004764,0.178075289,0.178075926,3.164068573,22.297854,-0.11496781,8.946107707,1.741068777,15.5757888,0.031710808,3117.809253,3194.876181,697.4949963,56.17046383,70.3125,85.9375,15.625,IR
0.001040761,0.159824448,0.159827836,3.164068573,18.15955054,-0.092799345,9.967515367,1.626417666,16.21134308,0.025543854,3159.233363,3234.206453,692.3409145,60.54319208,156.25,70.3125,85.9375,IR
0.00111405,0.155529681,0.155533671,2.34536629,10.2841339,-0.103811827,7.640305998,1.535403258,11.73095072,0.024189482,3154.213561,3232.532917,707.2523422,71.97825181,164.0625,70.3125,85.9375,IR
0.000939088,0.156771099,0.156773911,2.689988115,17.51968716,-0.087154139,8.763269941,1.658367045,14.53271808,0.024577177,3135.662289,3223.19624,746.0670269,78.67893266,70.3125,156.25,31.25,IR
0.000851113,0.169144626,0.169146767,2.689988115,14.76376127,-0.051644099,8.122248662,1.66759735,13.54464035,0.028609904,3156.167734,3231.048499,691.577641,118.5965242,70.3125,156.25,85.9375,IR
0.000744092,0.17597289,0.175974463,3.085497493,16.8367283,-0.09178623,9.231844094,1.675226841,15.46543302,0.030966458,3097.046061,3165.526517,654.8769512,102.3422565,70.3125,156.25,164.0625,IR
0.000753454,0.171835628,0.17183728,3.085497493,19.6922472,-0.083714561,9.454111506,1.699182894,16.06426455,0.029527483,3054.074644,3136.139801,712.7418353,48.2314221,70.3125,85.9375,15.625,IR
0.000921799,0.165678754,0.165681319,2.618975032,13.85049939,-0.077124854,8.160073921,1.612067068,13.15458644,0.02744945,3121.899266,3216.803401,775.6088517,62.77989848,70.3125,156.25,85.9375,IR
0.00051517,0.173589396,0.173590161,3.597049939,23.5025349,-0.002157268,10.45526114,1.718449111,17.96683421,0.030133279,3129.59578,3204.636031,689.4362505,70.08244789,70.3125,85.9375,156.25,IR
0.000222221,0.177244951,0.17724509,3.597049939,23.09508182,-0.020833255,10.23966566,1.73025618,17.71724478,0.031415773,3148.756611,3229.912855,719.4920833,93.43561119,85.9375,15.625,70.3125,IR
0.000579854,0.156314643,0.156315718,2.456475876,12.28029386,-0.110780172,8.431799939,1.587935037,13.38915055,0.024434268,3174.017442,3253.975944,716.9189063,65.18766683,85.9375,164.0625,156.25,IR
0.000699623,0.147292051,0.147293712,2.497953762,12.39720903,0.095840915,8.524345646,1.582508235,13.48984718,0.021694948,3146.396291,3244.601141,792.2290995,85.66346843,156.25,70.3125,85.9375,IR
0.000637283,0.157862465,0.157863751,2.50516617,13.18065474,0.093277328,7.999270981,1.572394594,12.57801044,0.024920558,3135.240346,3227.098622,764.4824994,108.470733,85.9375,164.0625,70.3125,IR
0.000718169,0.166148849,0.166150401,2.510395867,14.05897062,0.02886504,7.600312202,1.646191799,12.51157162,0.02760544,3150.36166,3241.148405,761.7508744,61.8903602,70.3125,156.25,31.25,IR
0.000613019,0.172847508,0.172848596,2.664115449,16.82419223,0.025079202,7.847493655,1.740912822,13.66180232,0.029876261,3116.19717,3195.911487,709.3415473,75.69613552,70.3125,31.25,101.5625,IR
0.000530792,0.190284228,0.190284968,3.378652062,17.41837974,0.055024889,8.878933409,1.731840422,15.37689578,0.036208087,3120.845082,3193.742569,678.4670757,56.18167163,70.3125,85.9375,15.625,IR
0.000514344,0.178931951,0.17893269,3.378652062,16.38373791,0.050694928,9.442252034,1.65977127,15.67197865,0.032016643,3137.534334,3212.128267,688.2196619,69.12850109,70.3125,31.25,15.625,IR
0.000589644,0.1754968,0.175497791,2.872288616,14.83153872,0.004883197,8.312987994,1.64042908,13.63686724,0.030799127,3136.512862,3210.276278,684.2228039,59.3937982,85.9375,156.25,70.3125,IR
0.000611654,0.187755075,0.187756071,3.539869477,21.71675177,0.098366578,9.52606277,1.760624934,16.77182364,0.035251968,3158.022258,3230.884257,682.2818317,81.08942912,15.625,85.9375,70.3125,IR
0.000555179,0.161399729,0.161400684,3.539869477,26.1903682,0.178893857,11.08158947,1.721787498,19.0801422,0.026049873,3152.475154,3236.818829,734.0957237,72.54349031,31.25,70.3125,85.9375,IR
0.000571617,0.149340216,0.14934131,1.972891716,8.860638288,0.112198536,7.058883083,1.539077976,10.86417149,0.0223025,3153.800865,3237.677419,732.1852067,63.85200606,85.9375,70.3125,156.25,IR
0.000649321,0.159735515,0.159736835,2.862607645,14.82451667,0.12750747,9.036235377,1.594626643,14.40942168,0.025515435,3148.209916,3239.46171,763.4700393,151.5095011,70.3125,85.9375,164.0625,IR
0.000484847,0.169436309,0.169437002,2.862607645,16.57825281,0.13564045,8.51891628,1.672794177,14.25039355,0.028708663,3100.039055,3191.356205,757.9658895,69.54323656,70.3125,31.25,85.9375,IR
0.00039482,0.188050546,0.188050961,3.592396974,18.03711921,0.03083033,9.94263072,1.724906955,17.15011288,0.035363008,3111.260112,3185.671657,684.5176542,52.50387217,70.3125,31.25,156.25,IR
0.000401493,0.188977574,0.188978,3.592396974,21.91561435,0.03524477,9.893856719,1.77601407,17.57162874,0.035712523,3106.363449,3179.865546,679.7433435,66.56306738,70.3125,31.25,85.9375,IR
0.000309541,0.162197815,0.162198111,3.052203973,19.39730405,0.075348842,9.785572724,1.664031055,16.2834969,0.026308131,3092.683787,3186.056179,765.6768068,45.08187138,70.3125,156.25,85.9375,IR
4.96E-05,0.158839387,0.158839394,3.368447594,23.35696176,0.288826277,10.70143298,1.690979309,18.09590175,0.025229951,3122.851452,3209.037343,738.728284,63.56187724,156.25,70.3125,85.9375,IR
-0.000505951,0.159501752,0.159502555,3.368447594,28.93127759,0.277471267,10.65693988,1.763500426,18.79351801,0.025440809,3121.581441,3219.329154,787.2798167,52.12961897,85.9375,70.3125,15.625,IR
-0.00011129,0.143313565,0.143313608,2.719345412,19.89457865,-0.00952333,10.08551059,1.642839997,16.56888019,0.020538778,3093.307235,3191.588317,785.9302343,72.80822534,85.9375,70.3125,156.25,IR
0.000344603,0.139987138,0.139987562,2.434726349,14.72764094,0.24520258,8.93137717,1.57809004,14.09451736,0.019596399,3123.396383,3222.906267,794.6822238,73.30717034,31.25,156.25,85.9375,IR
-0.000109706,0.145594805,0.145594846,2.692734255,17.94617892,0.254451737,9.727976383,1.60175991,15.58188258,0.021197847,3097.501109,3197.517995,793.4785497,63.19959805,164.0625,85.9375,132.8125,IR
-0.000274667,0.156560306,0.156560547,2.692734255,18.74645698,-0.014776344,9.046616516,1.657129772,14.99141756,0.024511129,3052.941882,3146.832071,762.9534372,70.74940588,70.3125,31.25,156.25,IR
-0.000341494,0.169141935,0.16914228,2.789922194,16.60899704,-0.079913527,8.599666587,1.700629673,14.62484818,0.028608994,3069.172501,3153.141871,722.8304241,75.12955713,70.3125,101.5625,31.25,IR
-6.07E-05,0.183813256,0.183813266,3.693997419,22.75680484,0.119597253,10.35976878,1.781925142,18.46033244,0.033787313,3061.839449,3136.933068,682.2670023,58.16778352,70.3125,31.25,101.5625,IR
0.000199278,0.169861669,0.169861786,3.693997419,26.14621037,0.206754942,11.21066122,1.748267373,19.59923324,0.028852987,3074.489911,3158.000396,721.4418121,60.84955916,31.25,70.3125,15.625,IR
-0.000233077,0.140383036,0.14038323,2.289001509,11.60907077,0.015644165,8.319811387,1.542179341,12.83064124,0.019707397,3106.134538,3203.596246,784.1920317,71.16022022,156.25,70.3125,31.25,IR
-0.000594169,0.151902497,0.151903659,2.612516831,14.28694707,-0.089843393,8.938922483,1.575129848,14.07996361,0.023074368,3098.577083,3195.222866,779.9161635,63.37098854,85.9375,156.25,70.3125,IR
-0.000242306,0.154947593,0.154947782,2.612516831,16.53385385,0.00669846,8.763307282,1.61562706,14.15823638,0.024008757,3111.316108,3200.783088,751.4815041,64.89267311,31.25,70.3125,156.25,IR
-2.73E-05,0.141268343,0.141268346,2.389952533,15.26905137,0.071674831,8.70177131,1.565020662,13.6184519,0.019956745,3141.07557,3245.809163,817.8761469,67.26798423,85.9375,156.25,164.0625,IR
-0.000153022,0.148118747,0.148118826,2.614105653,16.37099913,0.021111578,9.421519575,1.596584635,15.04225339,0.021939163,3098.265353,3191.624826,766.3033587,59.35672168,156.25,70.3125,164.0625,IR
-0.000124804,0.160526425,0.160526474,2.781539162,18.32422156,0.005213842,8.693297681,1.646671107,14.31500212,0.025768733,3045.372249,3138.562751,759.1337227,109.4057105,70.3125,85.9375,101.5625,IR
-0.000210354,0.184605068,0.184605188,2.876731327,15.24174782,-0.102524427,8.075052533,1.705910084,13.77531355,0.034079031,3077.285634,3154.174991,692.1943336,54.99754177,70.3125,101.5625,156.25,IR
-0.00035586,0.193187719,0.193188046,3.545201175,19.31581484,-0.064799189,9.224867968,1.768894228,16.3178157,0.037321495,3099.29244,3169.927199,665.4508367,75.36407847,70.3125,156.25,31.25,IR
-0.000233597,0.167176444,0.167176607,3.545201175,24.79487114,-0.093169412,10.66018896,1.702620258,18.15025368,0.027947963,3095.743896,3178.545906,720.7799993,77.95068554,15.625,31.25,70.3125,IR
-0.000259044,0.147291891,0.147292119,2.238399475,10.52086327,-0.266542265,8.313476628,1.530883887,12.72696742,0.021694901,3102.158497,3198.351241,778.5006908,57.78977768,156.25,70.3125,164.0625,IR
-0.000502976,0.154458765,0.154459584,3.008687878,16.40581953,-0.211587252,10.20165813,1.585006367,16.1696931,0.02385751,3129.032482,3216.244412,743.8977414,176.5189865,70.3125,156.25,164.0625,IR
-0.000253281,0.157990412,0.157990615,3.008687878,20.24606047,-0.157761328,9.973654949,1.6371223,16.32809293,0.02496097,3149.28796,3230.424782,719.4648131,68.38180734,85.9375,164.0625,70.3125,IR
-0.000227072,0.152226265,0.152226434,2.647706553,14.80744289,-0.212719271,9.155870593,1.57741115,14.44257236,0.023172836,3122.420163,3210.194406,745.547082,108.6035206,156.25,85.9375,164.0625,IR
-0.000133302,0.154109772,0.15410983,2.492900749,15.15191765,-0.21652811,8.265763597,1.604122687,13.25929891,0.023749822,3096.705013,3187.39732,754.9302877,75.57978533,164.0625,156.25,85.9375,IR
-0.000235471,0.167037582,0.167037748,2.509525163,15.29258424,-0.081391805,7.626033229,1.646709752,12.55786329,0.027901554,3111.280292,3192.619111,716.0668499,120.3798336,70.3125,85.9375,156.25,IR
-0.000590366,0.19385337,0.193854269,3.128618992,15.40821885,-0.099586073,8.142641397,1.728092416,14.07123684,0.037579129,3138.333892,3207.590626,662.9464594,102.7667987,70.3125,156.25,101.5625,IR
-0.000526953,0.190163885,0.190164615,3.128618992,17.68517218,-0.157367177,8.300628363,1.762931627,14.63344027,0.036162303,3127.912028,3200.328373,676.9549771,88.2147309,70.3125,31.25,101.5625,IR
-0.000320089,0.176850112,0.176850402,3.050448347,16.96709358,-0.098241689,8.853787982,1.681670698,14.88915581,0.031275962,3163.903638,3234.216169,670.7220004,50.59200226,70.3125,156.25,85.9375,IR
-0.000172601,0.171628861,0.171628948,3.050448347,14.74310553,0.04235052,9.123146085,1.643721867,14.99591471,0.029456466,3184.590186,3260.114342,697.6609986,96.0590923,70.3125,54.6875,31.25,IR
-0.000642547,0.160800402,0.160801686,2.487651584,12.30178956,0.043360601,8.056043232,1.61756589,13.03118074,0.025856769,3161.337392,3236.432618,693.1392233,89.63024482,85.9375,164.0625,156.25,IR
-0.000887825,0.157356709,0.157359214,2.616841503,17.3667233,-0.001893035,8.319001048,1.665728619,13.85719813,0.024761134,3160.360611,3242.639466,725.8316064,71.13730434,70.3125,164.0625,85.9375,IR
-0.000430514,0.156571672,0.156572264,2.616841503,18.85285886,-0.016180971,8.360813261,1.696720273,14.18596136,0.024514689,3096.426999,3184.31343,742.961545,86.67927236,85.9375,156.25,70.3125,IR
-0.000303226,0.16528638,0.165286658,2.578003363,13.72400285,0.030785455,8.015411365,1.638669935,13.13461362,0.027319587,3126.624552,3201.592068,688.7747655,77.60644284,70.3125,164.0625,85.9375,IR
